Name,Value
"— Не хочу, — кричала Наташа, одной рукой придерживая распустившиеся волосы по потному лицу, другой надавливая ковры. — Да жми же, Петька, жми! Васильич, нажимай! — кричала она. Ковры нажались, и крышка закрылась. Наташа, хлопая в ладоши, завизжала от РАДОСТИ, и слезы брызнули у ней из глаз. Но это продолжалось секунду. Тотчас же она принялась за другое дело, и уже ей вполне верили, и граф не сердился, когда ему говорили, что Наталья Ильинишна отменила его приказанье, и дворовые приходили к Наташе спрашивать: увязывать или нет подводу и довольно ли она наложена? Дело спорилось благодаря распоряжениям Наташи: оставлялись ненужные вещи и укладывались самым тесным образом самые дорогие.",239
"— А! да, да, да, — поспешно заговорил граф. — Я очень, очень РАД. Васильич, ты распорядись, ну там очисть одну или две телеги, ну там... что же... что нужно... — какими-то неопределенными выражениями, что-то приказывая, сказал граф. Но в то же мгновение горячее выражение благодарности офицера уже закрепило то, что он приказывал. Граф оглянулся вокруг себя: на дворе, в воротах, в окне флигеля виднелись раненые и денщики. Все они смотрели На графа и подвигались к крыльцу.",240
"— Еду я сейчас мимо Юсупова дома, — смеясь, сказал Берг. — Управляющий мне знакомый, выбежал и просит, не купите ли что-нибудь. Я зашел, знаете, из любопытства, и там одна шифоньерочка и туалет. Вы знаете, как Верушка этого желала и как мы спорили об этом. (Берг невольно перешел в тон РАДОСТИ о своей благоустроенности, когда он начал говорить про шифоньерку и туалет.) И такая прелесть! выдвигается и с аглицким секретом, знаете? А Верочке давно хотелось. Так мне хочется ей сюрприз сделать. Я видел у вас так много этих мужиков на дворе. Дайте мне одного, пожалуйста, я ему хорошенько заплачу и...",241
"— Яйца... яйца курицу учат... — сквозь счастливые слезы проговорил граф и обнял жену, которая РАДА была скрыть на его груди свое пристыженное лицо.",241
"Люди собрались около Наташи и до тех пор не могли поверить тому странному приказанию, которое она передавала, пока сам граф именем своей жены не подтвердил приказания о том, чтобы отдавать все подводы под раненых, а сундуки сносить в кладовые. Поняв приказание, люди с РАДОСТЬЮ и хлопотливостью принялись за новое дело. Прислуге теперь это не только не казалось странным, но, напротив, казалось, что это не могло быть иначе; точно так же, как за четверть часа перед этим никому не только не казалось странным, что оставляют раненых, а берут вещи, но казалось, что не могло быть иначе.",241
"Все домашние, как бы выплачивая за то, что они раньше не взялись за это, принялись с хлопотливостью за новое дело размещения раненых. Раненые повыползли из своих комнат и с РАДОСТНЫМИ бледными лицами окружили подводы. В соседних домах тоже разнесся слух, что есть подводы, и на двор к Ростовым стали приходить раненые из других домов. Многие из раненых просили не снимать вещей и только посадить их сверху. Но раз начавшееся дело свалки вещей уже не могло остановиться. Было все равно, оставлять все или половину. На дворе лежали неубранные сундуки с посудой, с бронзой, с картинами, зеркалами, которые так старательно укладывали в прошлую ночь, и все искали и находили возможность сложить то и то и отдать еще и еще подводы.",241
"Наташа редко испытывала столь РАДОСТНОЕ чувство, как то, которое она испытывала теперь, сидя в карете подле графини и глядя на медленно подвигавшиеся мимо нее стены оставляемой, встревоженной Москвы. Она изредка высовывалась в окно кареты и глядела назад и вперед на длинный поезд раненых, предшествующий им. Почти впереди всех виднелся ей закрытый верх коляски князя Андрея. Она не знала, кто был в ней, и всякий раз, соображая область своего обоза, отыскивала глазами эту коляску. Она знала, что она была впереди всех.",242
"Объезжая Сухареву башню, Наташа, любопытно и быстро осматривавшая народ, едущий и идущий, вдруг РАДОСТНО и удивленно вскрикнула:",242
"— Что? Что? Зачем? Не спрашивайте у меня, — сказал Пьер и оглянулся на Наташу, сияющий, РАДОСТНЫЙ взгляд которой (он чувствовал это, не глядя на нее) обдавал его своей прелестью.",242
"Наташа долго еще высовывалась из окна, сияя на него ласковой и немного насмешливой, РАДОСТНОЙ улыбкой.",242
"Беспрестанно оглядываясь на со всех сторон двигавшиеся обозы выезжавших из Москвы и оправляясь своим тучным телом, чтобы не соскользнуть с дребезжащих старых дрожек, Пьер, испытывая РАДОСТНОЕ чувство, подобное тому, которое испытывает мальчик, убежавший из школы, разговорился с извозчиком.",243
"В это же время, в десять часов утра 2-го сентября, Наполеон стоял между своими войсками на Поклонной горе и смотрел на открывавшееся перед ним зрелище. Начиная с 26-го августа и по 2-е сентября, от Бородинского сражения и до вступления неприятеля в Москву, во все дни этой тревожной, этой памятной недели стояла та необычайная, всегда удивляющая людей осенняя погода, когда низкое солнце греет жарче, чем весной, когда все блестит в редком, чистом воздухе так, что глаза режет, когда грудь крепнет и свежеет, вдыхая осенний пахучий воздух, когда ночи даже бывают теплые и когда в темных теплых ночах этих с неба беспрестанно, пугая и РАДУЯ, сыплются золотые звезды.",244
"В самом городе между тем было пусто. По улицам никого почти не было. Ворота и лавки все были заперты; кое-где около кабаков слышались одинокие крики или пьяное пенье. Никто не ездил по улицам, и редко слышались шаги пешеходов. На Поварской было совершенно тихо и пустынно. На огромном дворе дома Ростовых валялись объедки сена, помет съехавшего обоза и не было видно ни одного человека. В оставшемся со всем своим добром доме Ростовых два человека были в большой гостиной. Это были дворник Игнат и казачок Мишка, внук Васильича, оставшийся в Москве с дедом. Мишка, открыв клавикорды, играл на них одним пальцем. Дворник, подбоченившись и РАДОСТНО улыбаясь, стоял пред большим зеркалом.",247
"Глядя на высокое звездное небо, на месяц, на комету и на зарево, Пьер испытывал РАДОСТНОЕ умиление. «Ну, вот как хорошо! Ну, чего еще надо?!» — подумал он. И вдруг, когда он вспомнил свое намерение, голова его закружилась, с ним сделалось дурно, так что он прислонился к забору, чтобы не упасть. Не простившись с своим новым другом, Пьер нетвердыми шагами отошел от ворот и, вернувшись в свою комнату, лег на диван и тотчас же заснул.",254
"«Да, любовь (думал он опять с совершенной ясностью), но не та любовь, которая любит за что-нибудь, для чего-нибудь или почему-нибудь, но та любовь, которую я испытал в первый раз, когда, умирая, я увидал своего врага и все-таки полюбил его. Я испытал то чувство любви, которая есть самая сущность души и для которой не нужно предмета. Я и теперь испытываю это блаженное чувство. Любить ближних, любить врагов своих. Все любить — любить Бога во всех проявлениях. Любить человека дорогого можно человеческой любовью; но только врага можно любить любовью Божеской. И от этого-то я испытал такую РАДОСТЬ, когда я почувствовал, что люблю того человека. Что с ним? Жив ли он... Любя человеческой любовью, можно от любви перейти к ненависти; но Божеская любовь не может измениться. Ничто, ни смерть, ничто не может разрушить ее. Она есть сущность души. А сколь многих людей я ненавидел в своей жизни. И из всех людей никого больше не любил я и не ненавидел, как ее». И он живо представил себе Наташу не так, как он представлял себе ее прежде, с одною ее прелестью, радостной для себя; но в первый раз представил себе ее душу. И он понял ее чувство, ее страданья, стыд, раскаянье. Он теперь в первый раз понял всю жестокость своего отказа, видел жестокость своего разрыва с нею. «Ежели бы мне было возможно только еще один раз увидеть ее. Один раз, глядя в эти глаза, сказать...»",257
"«Да, любовь (думал он опять с совершенной ясностью), но не та любовь, которая любит за что-нибудь, для чего-нибудь или почему-нибудь, но та любовь, которую я испытал в первый раз, когда, умирая, я увидал своего врага и все-таки полюбил его. Я испытал то чувство любви, которая есть самая сущность души и для которой не нужно предмета. Я и теперь испытываю это блаженное чувство. Любить ближних, любить врагов своих. Все любить — любить Бога во всех проявлениях. Любить человека дорогого можно человеческой любовью; но только врага можно любить любовью Божеской. И от этого-то я испытал такую радость, когда я почувствовал, что люблю того человека. Что с ним? Жив ли он... Любя человеческой любовью, можно от любви перейти к ненависти; но Божеская любовь не может измениться. Ничто, ни смерть, ничто не может разрушить ее. Она есть сущность души. А сколь многих людей я ненавидел в своей жизни. И из всех людей никого больше не любил я и не ненавидел, как ее». И он живо представил себе Наташу не так, как он представлял себе ее прежде, с одною ее прелестью, РАДОСТНОЙ для себя; но в первый раз представил себе ее душу. И он понял ее чувство, ее страданья, стыд, раскаянье. Он теперь в первый раз понял всю жестокость своего отказа, видел жестокость своего разрыва с нею. «Ежели бы мне было возможно только еще один раз увидеть ее. Один раз, глядя в эти глаза, сказать...»",257
"Глаза эти, налитые счастливыми слезами, робко, сострадательно и РАДОСТНО-любовно смотрели на него. Худое и бледное лицо Наташи с распухшими губами было более чем некрасиво, оно было страшно. Но князь Андрей не видел этого лица, он видел сияющие глаза, которые были прекрасны. Сзади их послышался говор.",257
"Пьер, задыхаясь от РАДОСТИ, подбежал к девочке и хотел взять ее на руки. Но, увидав чужого человека, золотушно-болезненная, похожая на мать, неприятная на вид девочка закричала и бросилась бежать. Пьер, однако, схватил ее и поднял на руки; она завизжала отчаянно-злобным голосом и своими маленькими ручонками стала отрывать от себя руки Пьера и сопливым ртом кусать их. Пьера охватило чувство ужаса и гадливости, подобное тому, которое он испытывал при прикосновении к какому-нибудь маленькому животному. Но он сделал усилие над собою, чтобы не бросить ребенка, и побежал с ним назад к большому дому. Но пройти уже нельзя было назад той же дорогой; девки Аниски уже не было, и Пьер с чувством жалости и отвращения, прижимая к себе как можно нежнее страдальчески всхлипывавшую и мокрую девочку, побежал через сад искать другого выхода.",258
"Предчувствие Анны Павловны оправдалось, и в городе все утро царствовало РАДОСТНО-праздничное настроение духа. Все признавали победу совершенною, и некоторые уже говорили о пленении самого Наполеона, о низложении его и избрании новой главы для Франции.",261
"Вдали от дела и среди условий придворной жизни весьма трудно, чтобы события отражались во всей их Полноте и силе. Невольно события общие группируются около одного какого-нибудь частного случая. Так теперь главная РАДОСТЬ придворных заключалась столько же в том, что мы победили, сколько и в том, что известие об этой победе пришлось именно в день рождения государя. Это было как удавшийся сюрприз. В известии Кутузова сказано было тоже о потерях русских, и в числе их названы Тучков, Багратион, Кутайсов. Тоже и печальная сторона события невольно в здешнем, петербургском мире сгруппировалась около одного события — смерти Кутайсова. Его все знали, государь любил его, он был молод и интересен. В этот день все встречались с словами:",261
"Только тот, кто испытал это, то есть пробыл несколько месяцев не переставая в атмосфере военной, боевой жизни, может понять то наслаждение, которое испытывал Николай, когда он выбрался из того района, до которого достигали войска своими фуражировками, подвозами провианта, гошпиталями; когда он, без солдат, фур, грязных следов присутствия лагеря, увидал деревни с мужиками и бабами, помещичьи дома, поля с пасущимся скотом, станционные дома с заснувшими смотрителями. Он почувствовал такую РАДОСТЬ, как будто в первый раз все это видел. В особенности то, что долго удивляло и радовало его, — это были женщины, молодые, здоровые, за каждой из которых не было десятка ухаживающих офицеров, и женщины, которые рады и польщены были тем, что проезжий офицер шутит с ними.",263
"Только тот, кто испытал это, то есть пробыл несколько месяцев не переставая в атмосфере военной, боевой жизни, может понять то наслаждение, которое испытывал Николай, когда он выбрался из того района, до которого достигали войска своими фуражировками, подвозами провианта, гошпиталями; когда он, без солдат, фур, грязных следов присутствия лагеря, увидал деревни с мужиками и бабами, помещичьи дома, поля с пасущимся скотом, станционные дома с заснувшими смотрителями. Он почувствовал такую радость, как будто в первый раз все это видел. В особенности то, что долго удивляло и радовало его, — это были женщины, молодые, здоровые, за каждой из которых не было десятка ухаживающих офицеров, и женщины, которые РАДЫ и польщены были тем, что проезжий офицер шутит с ними.",263
"— Очень РАДА, мой милый, — сказала она, протянув ему руку. — Милости прошу ко мне.",264
"Когда на другой день после своего вечера губернаторша приехала к Мальвинцевой и, переговорив с теткой о своих планах (сделав оговорку о том, что хотя при теперешних обстоятельствах нельзя и думать о формальном сватовстве, все-таки можно свести молодых людей, дать им узнать друг друга), и когда, получив одобрение тетки, губернаторша при княжне Марье заговорила о Ростове, хваля его и рассказывая, как он покраснел при упоминании о княжне, — княжна Марья испытала не РАДОСТНОЕ, но болезненное чувство: внутреннее согласие ее не существовало более, и опять поднялись желания, сомнения, упреки и надежды.",265
"Когда Ростов вошел в комнату, княжна опустила на мгновенье голову, как бы предоставляя время гостю поздороваться с теткой, и потом, в самое то время, как Николай обратился к ней, она подняла голову и блестящими глазами встретила его взгляд. Полным достоинства и грации движением она с РАДОСТНОЙ улыбкой приподнялась, протянула ему свою тонкую, нежную руку и заговорила голосом, в котором в первый раз звучали новые, женские грудные звуки. M-lle Bourienne, бывшая в гостиной, с недоумевающим удивлением смотрела на княжну Марью. Самая искусная кокетка, она сама не могла бы лучше маневрировать при встрече с человеком, которому надо было понравиться.",265
"Николай с удивлением смотрел на ее лицо. Это было то же лицо, которое он видел прежде, то же было в нем общее выражение тонкой, внутренней, духовной доброты; но теперь оно было совершенно иначе освещено. Трогательное выражение печали, мольбы и надежды было на нем. Как и прежде бывало с Николаем в ее присутствии, он, не дожидаясь совета губернаторши подойти к ней, не спрашивая себя, хорошо ли, прилично ли или нет будет его обращение к ней здесь, в церкви, подошел к ней и сказал, что он слышал о ее горе и всей душой соболезнует ему. Едва только она услыхала его голос, как вдруг яркий свет загорелся в ее лице, освещая в одно и то же время и печаль ее, и РАДОСТЬ.",266
"Николай взял два письма. Одно было от матери, другое от Сони. Он узнал их по почеркам и распечатал первое письмо Сони. Не успел он прочесть несколько строк, как лицо его побледнело и глаза его испуганно и РАДОСТНО раскрылись.",266
"Соня разрыдалась истерически, отвечала сквозь рыдания, что она сделает все, что она на все готова, но не дала прямого обещания и в душе своей не могла решиться на то, чего от нее требовали. Надо было жертвовать собой для счастья семьи, которая вскормила и воспитала ее. Жертвовать собой для счастья других было привычкой Сони. Ее положение в доме было таково, что только на пути жертвования она могла выказывать свои достоинства, и она привыкла и любила жертвовать собой. Но прежде во всех действиях самопожертвования она с РАДОСТЬЮ сознавала, что она, жертвуя собой, этим самым возвышает себе цену в глазах себя и других и становится более достойною Nicolas, которого она любила больше всего в жизни; но теперь жертва ее должна была состоять в том, чтобы отказаться от того, что для нее составляло всю награду жертвы, весь смысл жизни. И в первый раз в жизни она почувствовала горечь к тем людям, которые облагодетельствовали ее для того, чтобы больнее замучить; почувствовала зависть к Наташе, никогда не испытывавшей ничего подобного, никогда не нуждавшейся в жертвах и заставлявшей других жертвовать себе и все-таки всеми любимой. И в первый раз Соня почувствовала, как из ее тихой, чистой любви к Nicolas вдруг начинало вырастать страстное чувство, которое стояло выше и правил, и добродетели, и религии; и под влиянием этого чувства Соня невольно, выученная своею зависимою жизнью скрытности, в общих неопределенных словах ответив графине, избегала с ней разговоров и решилась ждать свидания с Николаем с тем, чтобы в этом свидании не освободить, но, напротив, навсегда связать себя с ним.",267
"Хлопоты и ужас последних дней пребывания Ростовых в Москве заглушили в Соне тяготившие ее мрачные мысли. Она РАДА была находить спасение от них в практической деятельности. Но когда она узнала о присутствии в их доме князя Андрея, несмотря на всю искреннюю жалость, которую она испытывала к нему и к Наташе, радостное и суеверное чувство того, что Бог не хочет того, чтобы она была разлучена с Nicolas, охватило ее. Она знала, что Наташа любила одного князя Андрея и не переставала любить его. Она знала, что теперь, сведенные вместе в таких страшных условиях, они снова полюбят друг друга и что тогда Николаю вследствие родства, которое будет между ними, нельзя будет жениться на княжне Марье. Несмотря на весь ужас всего происходившего в последние дни и во время первых дней путешествия, это чувство, это сознание вмешательства провидения в ее личные дела радовало Соню.",267
"Хлопоты и ужас последних дней пребывания Ростовых в Москве заглушили в Соне тяготившие ее мрачные мысли. Она рада была находить спасение от них в практической деятельности. Но когда она узнала о присутствии в их доме князя Андрея, несмотря на всю искреннюю жалость, которую она испытывала к нему и к Наташе, РАДОСТНОЕ и суеверное чувство того, что Бог не хочет того, чтобы она была разлучена с Nicolas, охватило ее. Она знала, что Наташа любила одного князя Андрея и не переставала любить его. Она знала, что теперь, сведенные вместе в таких страшных условиях, они снова полюбят друг друга и что тогда Николаю вследствие родства, которое будет между ними, нельзя будет жениться на княжне Марье. Несмотря на весь ужас всего происходившего в последние дни и во время первых дней путешествия, это чувство, это сознание вмешательства провидения в ее личные дела радовало Соню.",267
"Соня была размягчена, взволнована и умилена всем тем, что происходило в этот день, в особенности тем таинственным совершением гаданья, которое она сейчас видела. Теперь, когда она знала, что по случаю возобновления отношений Наташи с князем Андреем Николай не мог жениться на княжне Марье, она с РАДОСТЬЮ почувствовала возвращение того настроения самопожертвования, в котором она любила и привыкла жить. И со слезами на глазах и с РАДОСТЬЮ сознания совершения великодушного поступка она, несколько раз прерываясь от слез, которые отуманивали ее бархатные черные глаза, написала то трогательное письмо, получение которого так поразило Николая.",267
"Соня была размягчена, взволнована и умилена всем тем, что происходило в этот день, в особенности тем таинственным совершением гаданья, которое она сейчас видела. Теперь, когда она знала, что по случаю возобновления отношений Наташи с князем Андреем Николай не мог жениться на княжне Марье, она с РАДОСТЬЮ почувствовала возвращение того настроения самопожертвования, в котором она любила и привыкла жить. И со слезами на глазах и с РАДОСТЬЮ сознания совершения великодушного поступка она, несколько раз прерываясь от слез, которые отуманивали ее бархатные черные глаза, написала то трогательное письмо, получение которого так поразило Николая.",267
"— Tirailleurs du 86-me, en avan! 1 — прокричал кто-то. Повели пятого, стоявшего рядом с Пьером, — одного. Пьер не понял того, что он спасен, что он и все остальные были приведены сюда только для присутствия при казни. Он со все возраставшим ужасом, не ощущая ни РАДОСТИ, ни успокоения, смотрел на то, что делалось. Пятый был фабричный в халате. Только что до него дотронулись, как он в ужасе отпрыгнул и схватился за Пьера (Пьер вздрогнул и оторвался от него). Фабричный не мог идти. Его тащили под мышки, и он что-то кричал. Когда его подвели к столбу, он вдруг замолк. Он как будто вдруг что-то понял. То ли он понял, что напрасно кричать, или то, что невозможно, чтобы его убили люди, но он стал у столба, ожидая повязки вместе с другими и, как подстреленный зверь, оглядываясь вокруг себя блестящими глазами.",270
"— Эх, милый человек ты, — возразил Платон. — От сумы да от тюрьмы никогда не отказывайся. — Он уселся получше, прокашлялся, видимо приготовляясь к длинному рассказу. — Так-то, друг мой любезный, жил я еще дома, — начал он. — Вотчина у нас богатая, земли много, хорошо живут мужики, и наш дом, слава тебе Богу. Сам-сем батюшка косить выходил. Жили хорошо. Христьяне настоящие были. Случилось.... — и Платон Каратаев рассказал длинную историю о том, как он поехал в чужую рощу за лесом и попался сторожу, как его секли, судили и отдали в солдаты. — Что ж, соколик, — говорил он изменяющимся от улыбки голосом, — думали горе, ан РАДОСТЬ! Брату бы идти, кабы не мой грех. А у брата меньшого сам-пят ребят, — а у меня, гляди, одна солдатка осталась. Была девочка, да еще до солдатства Бог прибрал. Пришел я на побывку, скажу я тебе. Гляжу — лучше прежнего живут. Животов полон двор, бабы дома, два брата на заработках. Один Михайло, меньшой, дома. Батюшка и говорит: «Мне, говорит, все детки равны: какой палец ни укуси, все больно. А кабы не Платона тогда забрили, Михайле бы идти». Позвал нас всех — веришь — поставил перед образа. Михайло, говорит, поди сюда, кланяйся ему в ноги, и ты, баба, кланяйся, и внучата кланяйтесь. Поняли? говорит. Так-то, друг мой любезный. Рок головы ищет. А мы всё судим: то не хорошо, то не ладно. Наше счастье, дружок, как вода в бредне: тянешь — надулось, а вытащишь — ничего нету. Так-то. — И Платон пересел на своей соломе.",271
"Часто он говорил совершенно противоположное тому, что он говорил прежде, но и то и другое было справедливо. Он любил говорить и говорил хорошо, украшая свою речь ласкательными и пословицами, которые, Пьеру казалось, он сам выдумывал; но главная прелесть его рассказов состояла в том, что в его речи события самые простые, иногда те самые, которые, не замечая их, видел Пьер, получали характер торжественного благообразия. Он любил слушать сказки, которые рассказывал по вечерам (все одни и те же) один солдат, но больше всего он любил слушать рассказы о настоящей жизни. Он РАДОСТНО улыбался, слушай такие рассказы, вставляя слова и делая вопросы, клонившиеся к тому, чтобы уяснить себе благообразие того, что ему рассказывали. Привязанностей, дружбы, любви, как понимал их Пьер, Каратаев не имел никаких; но он любил и любовно жил со всем, с чем его сводила жизнь, и в особенности с человеком — не с известным каким-нибудь человеком, а с теми людьми, которые были перед его глазами. Он любил свою шавку, любил товарищей, французов, любил Пьера, который был его соседом; но Пьер чувствовал, что Каратаев, несмотря на всю свою ласковую нежность к нему (которою он невольно отдавал должное духовной жизни Пьера), ни на минуту не огорчился бы разлукой с ним. И Пьер то же чувство начинал испытывать к Каратаеву.",272
"— А ты встретилась с графом Николаем, Мари? — сказал вдруг князь Андрей, видимо желая сделать им приятное. — Он писал сюда, что ты ему очень полюбилась, — продолжал он просто, спокойно, видимо не в силах понимать всего того сложного значения, которое имели его слова для живых людей. — Ежели бы ты его полюбила тоже, то было бы очень хорошо... чтобы вы женились, — прибавил он несколько скорее, как бы ОБРАДОВАННЫЙ словами, которые он долго искал и нашел наконец. Княжна Марья слышала его слова, но они не имели для нее никакого другого значения, кроме того, что они доказывали то, как страшно далек он был теперь от всего живого.",274
"Князь Андрей чуть заметно улыбнулся в первый раз, но княжна Марья, так знавшая его лицо, с ужасом поняла, что это была улыбка не РАДОСТИ, не нежности к сыну, но тихой, кроткой насмешки над тем, что княжна Марья употребляла, по ее мнению, последнее средство для приведения его в чувства.",274
"— Да, я очень РАД Николушке. Он здоров?",274
"Князь Андрей не только знал, что он умрет, но он чувствовал, что он умирает, что он уже умер наполовину. Он испытывал сознание отчужденности от всего земного и РАДОСТНОЙ и странной легкости бытия. Он, не торопясь и не тревожась, ожидал того, что предстояло ему. То грозное, вечное, неведомое и далекое, присутствие которого он не переставал ощущать в продолжение всей своей жизни, теперь для него было близкое и — по той странной легкости бытия, которую он испытывал, — почти понятное и ощущаемое.                                                                                                                                              
",275
"Но после той ночи в Мытищах, когда в полубреду перед ним явилась та, которую он желал, и когда он, прижав к своим губам ее руку, заплакал тихими, РАДОСТНЫМИ слезами, любовь к одной женщине незаметно закралась в его сердце и опять привязала его к жизни. И радостные и тревожные мысли стали приходить ему. Вспоминая ту минуту на перевязочном пункте, когда он увидал Курагина, он теперь не мог возвратиться к тому чувству: его мучил вопрос о том, жив ли он? И он не смел спросить этого.",275
