characters,text,volume,part,chapter
Николай Ростов; Наташа,"Скоро после дядюшки отворила дверь — по звуку ног, очевидно, босая — девка, и в дверь с большим уставленным подносом в руках вошла толстая, румяная, красивая женщина лет сорока, с двойным подбородком и полными румяными губами. Она с гостеприимной представительностью и приветливостью в глазах и каждом движенье оглянула гостей и с ласковой улыбкой почтительно поклонилась им. Несмотря на толщину больше чем обыкновенную, заставлявшую ее выставлять вперед грудь и живот и назад держать голову, женщина эта (экономка дядюшки) ступала чрезвычайно легко. Она подошла к столу, поставила поднос и ловко своими белыми, пухлыми руками сняла и расставила по столу бутылки, закуски и угощенья. Окончив это, она отошла и с улыбкой на лице стала у двери. «Вот она и я! Теперь понимаешь дядюшку?» — сказало Ростову ее появление. Как не понимать: не только Ростов, но и Наташа поняла дядюшку и значение нахмуренных бровей и СЧАСТЛИВОЙ самодовольной улыбки, которая чуть морщила его губы в то время, как входила Анисья Федоровна. На подносе были травник, наливки, грибки, лепешечки черной муки на юраге, сотовый мед, мед вареный и шипучий, яблоки, орехи сырые и каленые и орехи в меду. Потом принесено было Анисьей Федоровной и варенье на меду и на сахаре, и ветчина, и курица, только что зажаренная.",Том второй,Часть четвертая,VII
Соня; Наташа,"— Я так РАДА, так РАДА! Я уж сердилась на тебя. Я тебе не говорила, но ты дурно с ней поступал. Это такое сердце, Nicolas, как я РАДА! Я бываю гадкая, но мне совестно быть одной СЧАСТЛИВОЙ, без Сони, — продолжала Наташа. — Теперь я так РАДА, ну, беги к ней.",Том второй,Часть четвертая,XII
Николай Ростов; Марья; Наташа,"— Ну, Господи благослови! — проговорил граф полушутя, полусерьезно; но Наташа заметила, что отец ее заторопился, входя в переднюю и робко, тихо спросил, дома ли князь и княжна. После доклада о их приезде между прислугой князя произошло смятение. Лакей, побежавший докладывать о них, был остановлен другим лакеем в зале, и они шептали о чем-то. В залу выбежала горничная девушка и торопливо тоже говорила что-то, упоминая о княжне. Наконец один старый, с сердитым видом лакей вышел и доложил Ростовым, что князь принять не может, а княжна просит к себе. Первая навстречу гостям вышла m-lle Bourienne. Она особенно учтиво встретила отца с дочерью и проводила их к княжне. Княжна с взволнованным, испуганным и покрытым красными пятнами лицом выбежала, тяжело ступая, навстречу к гостям, и тщетно пыталась казаться свободной и радушной. Наташа с первого взгляда не понравилась княжне Марье. Она ей показалась слишком нарядной, легкомысленно-веселой и тщеславной. Княжна Марья не знала, что прежде чем она увидала свою будущую невестку, она уже была дурно расположена к ней по невольной зависти к ее красоте, молодости и СЧАСТИЮ и по ревности к любви своего брата. Кроме этого непреодолимого чувства антипатии к ней, княжна Марья в эту минуту была взволнована еще тем, что при докладе о приезде Ростовых князь закричал, что ему их не нужно, что пусть княжна Марья принимает, если хочет, а чтобы к нему их не пускали. Княжна Марья решилась принять Ростовых, но всякую минуту боялась, как бы князь не сделал какую-нибудь выходку, так как он казался очень взволнованным приездом Ростовых.",Том второй,Часть пятая,VII
Марья; Наташа,"— Ну вот, я вам, княжна милая, привез мою певунью, — сказал граф, расшаркиваясь и беспокойно оглядываясь, как будто он боялся, не взойдет ли старый князь. — Уж как я РАД, что вы познакомитесь. Жаль, жаль, что князь все нездоров, — и, сказав еще несколько общих фраз, он встал. — Ежели позволите, княжна, на четверть часика вам прикинуть мою Наташу, я бы съездил, тут два шага, на Собачью Площадку, к Анне Семеновне, и заеду за ней.",Том второй,Часть пятая,VII
Марья; Наташа,"Илья Андреич придумал эту дипломатическую хитрость для того, чтобы дать простор будущей золовке объясниться с своей невесткой (как он сказал это после дочери), и еще для того, чтоб избежать возможности встречи с князем, которого он боялся. Он не сказал этого дочери, но Наташа поняла этот страх и беспокойство своего отца и почувствовала себя оскорбленною. Она покраснела за своего отца, еще более рассердилась за то, что покраснела, и смелым, вызывающим взглядом, говорившим про то, что она никого не боится, взглянула на княжну. Княжна сказала графу, что очень РАДА и просит его только пробыть подольше у Анны Семеновны, и Илья Андреич уехал.",Том второй,Часть пятая,VII
Марья; Наташа,"— Милая Натали, — сказала княжна Марья, — знайте, что я РАДА тому, что брат мой нашел СЧАСТЬЕ... — Она остановилась, чувствуя, что она говорит неправду. Наташа заметила эту остановку и угадала причину ее.",Том второй,Часть пятая,VII
Марья; Наташа,"«Впрочем, — писала она, — не думайте, чтобы отец мой был дурно расположен к вам. Он больной и старый человек, которого надо извинять; но он добр, великодушен и будет любить ту, которая сделает СЧАСТЬЕ его сына». Княжна Марья просила далее, чтобы Наташа назначила время, когда она может опять увидаться с ней.",Том второй,Часть пятая,XIV
Соня; Наташа,"Она читала и взглядывала на спящую Наташу, на лице ее отыскивая объяснения того, что она читала, и не находила его. Лицо было тихое, кроткое и СЧАСТЛИВОЕ. Схватившись за грудь, чтобы не задохнуться. Соня, бледная и дрожащая от страха и волнения, села на кресло и залилась слезами.",Том второй,Часть пятая,XV
Соня; Наташа,"— Ах, Соня, ах, коли бы ты могла знать, как я СЧАСТЛИВА! — сказала Наташа. — Ты не знаешь, что такое любовь...",Том второй,Часть пятая,XV
Соня; Наташа,"— Три дня, — сказала Наташа. — Мне, кажется, я сто лет люблю его. Мне кажется, что я никого никогда не любила прежде его. Да и не любила никого так, как его. Ты этого не можешь понять, Соня, постой, садись тут. — Наташа обняла и поцеловала ее. — Мне говорили, что это бывает, и ты, верно, слышала, но я теперь только испытала эту любовь. Это не то, что прежде. Как только я увидала его, я почувствовала, что он мой властелин, а я раба его и что я не могу не любить его. Да, раба! Что он мне велит, то я и сделаю. Ты не понимаешь этого. Что ж мне делать? Что ж мне делать, Соня? — говорила Наташа с СЧАСТЛИВЫМ и испуганным лицом.",Том второй,Часть пятая,XV
Соня; Марья; Наташа,"Графиня следила за уборкой вещей, всем была недовольна и ходила за беспрестанно убегавшим от нее Петей, ревнуя его к Наташе, с которой он проводил все время. Соня одна распоряжалась практической стороной дела: укладываньем вещей. Но Соня была особенно грустна и молчалива все это последнее время. Письмо Nicolas, в котором он упоминал о княжне Марье, вызвало в ее присутствии РАДОСТНЫЕ рассуждения графини о том, как во встрече княжны Марьи с Nicolas она видела промысл Божий.",Том третий,Часть третья,XII
Соня; Марья; Наташа,"Соня чувствовала, что это была правда, что единственная возможность поправления дел Ростовых была женитьба на богатой и что княжна была хорошая партия. Но ей было это очень горько. Несмотря на свое горе или, может быть, именно вследствие своего горя, она на себя взяла все трудные заботы распоряжений об уборке и укладке вещей и целые дни была занята. Граф и графиня обращались к ней, когда им что-нибудь нужно было приказывать. Петя и Наташа, напротив, не только не помогали родителям, но большею частью всем в доме надоедали и мешали. И целый день почти слышны были в доме их беготня, крики и беспричинный хохот. Они смеялись и РАДОВАЛИСЬ вовсе не оттого, что была причина их смеху; но им на душе было РАДОСТНО и весело, и потому все, что ни случалось, было для них причиной РАДОСТИ и смеха. Пете было весело оттого, что, уехав из дома мальчиком, он вернулся (как ему говорили все) молодцом-мужчиной; весело было оттого, что он дома, оттого, что он из Белой Церкви, где не скоро была надежда попасть в сраженье, попал в Москву, где на днях будут драться; и главное, весело оттого, что Наташа, настроению духа которой он всегда покорялся, была весела. Наташа же была весела потому, что она слишком долго была грустна, и теперь ничто не напоминало ей причину ее грусти, и она была здорова. Еще она была весела потому, что был человек, который ею восхищался (восхищение других была та мазь колес, которая была необходима для того, чтоб ее машина совершенно свободно двигалась), и Петя восхищался ею. Главное же, веселы они были потому, что война была под Москвой, что будут сражаться у заставы, что раздают оружие, что все бегут, уезжают куда-то, что вообще происходит что-то необычайное, что всегда РАДОСТНО для человека, в особенности для молодого.",Том третий,Часть третья,XII
Соня; Наташа,"После обеда все домашние Ростовых с ВОСТОРЖЕННОЙ поспешностью принялись за дело укладки вещей и приготовлений к отъезду. Старый граф, вдруг принявшись за дело, всё после обеда не переставая ходил со двора в дом и обратно, бестолково крича на торопящихся людей и еще более торопя их. Петя распоряжался на дворе. Соня не знала, что делать под влиянием противоречивых приказаний графа, и совсем терялась. Люди, крича, споря и шумя, бегали по комнатам и двору. Наташа, с свойственной ей во всем страстностью, вдруг тоже принялась за дело. Сначала вмешательство ее в дело укладывания было встречено с недоверием. От нее всё ждали шутки и не хотели слушаться ее; но она с упорством и страстностью требовала себе покорности, сердилась, чуть не плакала, что ее не слушают, и, наконец, добилась того, что в нее поверили. Первый подвиг ее, стоивший ей огромных усилий и давший ей власть, была укладка ковров. У графа в доме были дорогие gobelins и персидские ковры. Когда Наташа взялась за дело, в зале стояли два ящика открытые: один почти доверху уложенный фарфором, другой с коврами. Фарфора было еще много наставлено на столах и еще всё несли из кладовой. Надо было начинать новый, третий ящик, и за ним пошли люди.",Том третий,Часть третья,XIV
Соня; Наташа,"— Соня, да? он будет жив? — сказала она. — Соня, как я СЧАСТЛИВА и как я несчастна! Соня, голубчик, — все по-старому. Только бы он был жив. Он не может... потому что, потому... что... — И Наташа расплакалась.",Том четвертый,Часть первая,VIII
Марья; Наташа,"И Наташа, обнимая, стала целовать руки и лицо княжны Марьи. Княжна Марья стыдилась и РАДОВАЛАСЬ этому выражению чувств Наташи.",Том четвертый,Часть четвертая,III
Марья; Наташа,"Иногда они молчали целые часы; иногда, уже лежа в постелях, они начинали говорить и говорили до утра. Они говорили большей частию о дальнем прошедшем. Княжна Марья рассказывала про свое детство, про свою мать, про своего отца, про свои мечтания; и Наташа, прежде с спокойным непониманием отворачивавшаяся от этой жизни преданности, покорности, от поэзии христианского самоотвержения, теперь, чувствуя себя связанной любовью с княжной Марьей, полюбила и прошедшее княжны Марьи и поняла непонятную ей прежде сторону жизни. Она не думала прилагать к своей жизни покорность и самоотвержение, потому что она привыкла искать других РАДОСТЕЙ, но она поняла и полюбила в другой эту прежде непонятную ей добродетель. Для княжны Марьи, слушавшей рассказы о детстве и первой молодости Наташи, тоже открывалась прежде непонятная сторона жизни, вера в жизнь, в наслаждение жизни.",Том четвертый,Часть четвертая,III
Марья; Наташа,"— Как женщина видна уже теперь, — сказала она по-французски, указывая на Наташу. — Вы нас, женщин, упрекаете в нелогичности. Вот она — наша логика. Я говорю: папа хочет спать, а она говорит: нет, он смеется. И она права, — сказала графиня Марья, СЧАСТЛИВО улыбаясь.",Эпилог,Часть первая,IX
Николай Ростов; Марья; Наташа,"— Он, он, Nicolas, — сказала через несколько минут графиня Марья, возвращаясь в комнату. — Теперь ожила наша Наташа. Надо было видеть ее ВОСТОРГ и как ему досталось сейчас же за то, что он просрочил. — Ну, пойдем скорее, пойдем! Расстаньтесь же наконец, — сказала она, улыбаясь, глядя на девочку, жавшуюся к отцу. Николай вышел, держа дочь за руку.",Эпилог,Часть первая,IX
Соня; Марья; Наташа,"Наташа не любила общества вообще, но она тем более дорожила обществом родных — графини Марьи, брата, матери и Сони. Она дорожила обществом тех людей, к которым она, растрепанная, в халате, могла выйти большими шагами из детской с РАДОСТНЫМ лицом и показать пеленку с желтым вместо зеленого пятна, и выслушать утешения о том, что теперь ребенку гораздо лучше.",Эпилог,Часть первая,X
Николай Ростов; Соня,"— Тебе хорошо... я не завидую... я тебя люблю, и Бориса тоже, — говорила она, собравшись немного с силами, — он милый... для вас нет препятствий. А Николай мне cousin... надобно... сам митрополит... и то нельзя. И потом, ежели маменьке (Соня графиню и считала и называла матерью)... она скажет, что я порчу карьеру Николая, у меня нет сердца, что я неблагодарная, а право... вот ей-богу (она перекрестилась)... я так люблю и ее и всех вас, только Вера одна... За что? Что я ей сделала? Я так благодарна вам, что РАДА бы всем пожертвовать, да мне нечем...",Том первый,Часть первая,XVII
Николай Ростов; Соня,"Ростов видел, что все это было хорошо придумано ими. Соня и вчера поразила его своей красотой. Нынче, увидав ее мельком, она ему показалась еще лучше. Она была прелестная шестнадцатилетняя девочка, очевидно, страстно его любящая (в этом он не сомневался ни на минуту). Отчего же ему было не любить ее и не жениться даже, думал Ростов, но не теперь. Теперь столько еще других РАДОСТЕЙ и занятий! «Да, они это прекрасно придумали, — подумал он, — надо оставаться свободным».",Том второй,Часть первая,I
Николай Ростов; Соня,"«Да, может быть, я и люблю бедную девушку, — говорил сам себе бедный Николай, — что ж, мне пожертвовать чувством и честью для состояния? Удивляюсь, как маменька могла сказать мне это. Оттого что Соня бедна, — думал он, — так я и не могу любить ее, не могу отвечать на ее верную, преданную любовь? А уж наверное я с нею буду СЧАСТЛИВЕЕ, чем с какой-нибудь куклой Жюли. Я не могу приказывать своему чувству, — говорил он сам себе. — Ежели я люблю Соню, то чувство мое сильнее и выше всего для меня».",Том второй,Часть четвертая,VIII
Николай Ростов; Соня,"«Дурак я, дурак! Чего я ждал до сих пор?» — подумал Николай, и, сбежав на крыльцо, он обошел угол дома по той тропинке, которая вела к заднему крыльцу. Он знал, что здесь пойдет Соня. На половине дороги стояли сложенные сажнями дрова, на них был снег, от них падала тень; через них и сбоку их, переплетаясь, падали тени старых голых лип на снег и дорожку. Дорожка вела к амбару. Рубленая стена амбара и крыша, покрытая снегом, как высеченные из какого-то драгоценного камня, блестели в месячном свете. В саду треснуло дерево, и опять все совершенно затихло. Грудь, казалось, дышала не воздухом, а какой-то вечно молодой силой и РАДОСТЬЮ.",Том второй,Часть четвертая,XI
Николай Ростов; Соня,"— Так хорошо? — сказал Николай, еще раз высматривая выражение лица сестры, чтобы узнать, правда ли это, и, скрипя сапогами, он соскочил с отвода и побежал к своим саням. Все тот же СЧАСТЛИВЫЙ, улыбающийся черкес, с усиками и блестящими глазами, смотревший из-под собольего капора, сидел там, и этот черкес был Соня, и эта Соня была наверное его будущая, СЧАСТЛИВАЯ и любящая жена.",Том второй,Часть четвертая,XII
Николай Ростов; Соня,"Отец с матерью больше не говорили об этом деле с сыном; но несколько дней после этого графиня позвала к себе Соню и с жестокостью, которой не ожидали ни та, ни другая, графиня упрекала племянницу в заманиванье сына и в неблагодарности, Соня молча, с опущенными глазами, слушала жестокие слова графини и не понимала, чего от нее требуют. Она всем готова была пожертвовать для своих благодетелей. Мысль о самопожертвовании была любимой ее мыслью; но в этом случае она не могла понять, кому и чем ей надо пожертвовать. Она не могла не любить графиню и всю семью Ростовых, но и не могла не любить Николая и не знать, что его СЧАСТИЕ зависело от этой любви. Она была молчалива и грустна и не отвечала. Николай не мог, как ему казалось, перенести долее этого положения и пошел объясниться с матерью. Николай то умолял мать простить его и Соню и согласиться на их брак, то угрожал матери тем, что, ежели Соню будут преследовать, то он сейчас же женится на ней тайно.",Том второй,Часть четвертая,XIII
Николай Ростов; Марья,"В последнее время в Москве эта внутренняя жизнь сделалась очень тяжела для княжны Марьи. Она была лишена в Москве тех своих лучших РАДОСТЕЙ — бесед с Божьими людьми и уединения, которые освежали ее в Лысых Горах, и не имела никаких выгод и РАДОСТЕЙ столичной жизни. В свет она не ездила; все знали, что отец не пускает ее без себя, а сам он по нездоровью не мог ездить, и ее уже не приглашали на обеды и вечера. Надежду на замужество княжна Марья совсем оставила. Она видела ту холодность и озлобление, с которыми князь Николай Андреич принимал и спроваживал от себя молодых людей, могущих быть женихами, иногда являвшихся в их дом. Друзей у княжны Марьи не было: в этот приезд в Москву она разочаровалась в своих двух самых близких людях: m-lle Bourienne, с которой она и прежде не могла быть вполне откровенна, теперь стала ей неприятна, и она, по некоторым причинам, стала отдаляться от нее; Жюли, которая была в Москве и к которой княжна Марья писала пять лет сряду, оказалась совершенно чуждой ей, когда книжна Марья вновь сошлась с нею лично. Жюли в это время, по случаю смерти братьев, сделавшись одной из самых богатых невест в Москве, находилась во всем разгаре светских удовольствий. Она была окружена молодыми людьми, которые, как она думала, вдруг оценили ее достоинства. Жюли находилась в том периоде стареющейся светской барышни, которая чувствует, что наступил последний шанс замужества и теперь или никогда должна решиться ее участь. Княжня Марья с грустной улыбкой вспоминала по четвергам, что ей теперь писать не к кому, так как Жюли, Жюли, от присутствия которой ей не было никакой РАДОСТИ, была здесь и виделась с нею каждую неделю. Она, как старый эмигрант, отказавшийся жениться на даме, у которой он проводил несколько лет свои вечера, потому что он, женившись не знал бы, где проводить свои вечера, жалела о том, что Жюли была здесь и ей некому писать. Княжне Марье в Москве не с кем было поговорить, некому поверить своего горя, а горя много прибавилось нового за это время. Срок возвращения князя Андрея и его женитьбы приближался, а его поручение приготовить к тому отца не только не было исполнено, но дело, напротив, казалось совсем испорчено, и напоминание о графине Ростовой выводило из себя старого князя, и так уже большую часть времени бывшего не в духе. Новое горе, прибавившееся в последнее время для княжны Марьи, были уроки, которые она давала шестилетнему племяннику. В своих отношениях с Николушкой она с ужасом узнавала в себе свойство раздражительности своего отца. Сколько раз она ни говорила себе, что не надо позволять себе горячиться, уча племянника, почти всякий раз, как она садилась с указкой за французскую азбуку, ей так хотелось поскорее, полегче перелить из себя свое знание в ребенка, уже боявшегося, что вот-вот тетя рассердится, что она при малейшем невнимании со стороны мальчика вздрагивала, торопилась, горячилась, возвышала голос, иногда дергала его за ручку и ставила в угол. Поставив его в угол, она сама начинала плакать над своею злой, дурной натурой, и Николушка, подражая ей рыданьями, без позволенья выходил из угла, подходил к ней и отдергивал от лица ее мокрые руки и утешал ее. Но более, более всего горя доставляла княжне раздражительность ее отца, всегда направленная против дочери и дошедшая в последнее время до жестокости. Ежели бы он заставлял ее все ночи класть поклоны, ежели бы он бил ее, заставлял таскать дрова и воду — ей бы и в голову не пришло, что ее положение трудно; но этот любящий мучитель, — самый жестокий оттого, что он любил и за то мучил себя и ее, — умышленно умел не только оскорбить, унизить ее, но и доказать ей, что она всегда и во всем была виновата. В последнее время в нем появилась новая черта, более всего мучившая княжну Марью, — это было его большое сближение с m-lle Bourienne. Пришедшая ему в первую минуту по получении известия о намерении своего сына мысль-шутка о том, что ежели Андрей женится, то и он сам женится на Bourienne, видимо, понравилась ему, и он с упорством последнее время (как казалось княжне Марье), только для того, чтоб ее оскорбить, выказывал особенную ласку к m-lle Bourienne и выказывал свое недовольство к дочери выказываньем любви к Bourienne.",Том второй,Часть пятая,II
Николай Ростов; Соня,"Действительно, только открытие кампании задержало Ростова и помешало ему приехать — как он обещал — и жениться на Соне. Отрадненская осень с охотой и зима со святками и с любовью Сони открыли ему перспективу тихих дворянских РАДОСТЕЙ и спокойствия, которых он не знал прежде и которые теперь манили его к себе. «Славная жена, дети, добрая стая гончих, соседи, служба по выборам!» — думал он. Но теперь была кампания, и надо было оставаться в полку. А так как это надо было, то Николай Ростов, по своему характеру, был доволен и той жизнью, которую он вел в полку, и сумел сделать себе эту жизнь приятною.",Том третий,Часть первая,XII
Николай Ростов; Марья,"— Не могу выразить, княжна, как я СЧАСТЛИВ тем, что я случайно заехал сюда и буду в состоянии показать вам свою готовность, — сказал Ростов, вставая. — Извольте ехать, и я отвечаю вам своею честью, что ни один человек не посмеет сделать вам неприятность, ежели вы мне только позволите конвоировать вас, — и, почтительно поклонившись, как кланяются дамам царской крови, он направился к двери.",Том третий,Часть вторая,XIII
Николай Ростов; Марья,"Впечатление, произведенное на Ростова княжной Марьей, было очень приятное. Когда он вспоминал про нее, ему становилось весело, и когда товарищи, узнав о бывшем с ним приключении в Богучарове, шутили ему, что он, поехав за сеном, подцепил одну из самых богатых невест в России, Ростов сердился. Он сердился именно потому, что мысль о женитьбе на приятной для него, кроткой княжне Марье с огромным состоянием не раз против его воли приходила ему в голову. Для себя лично Николай не мог желать жены лучше княжны Марьи: женитьба на ней сделала бы СЧАСТЬЕ графини — его матери, и поправила бы дела его отца; и даже — Николай чувствовал это — сделала бы СЧАСТЬЕ княжны Марьи.",Том третий,Часть вторая,XIV
Николай Ростов; Марья,"Когда на другой день после своего вечера губернаторша приехала к Мальвинцевой и, переговорив с теткой о своих планах (сделав оговорку о том, что хотя при теперешних обстоятельствах нельзя и думать о формальном сватовстве, все-таки можно свести молодых людей, дать им узнать друг друга), и когда, получив одобрение тетки, губернаторша при княжне Марье заговорила о Ростове, хваля его и рассказывая, как он покраснел при упоминании о княжне, — княжна Марья испытала не РАДОСТНОЕ, но болезненное чувство: внутреннее согласие ее не существовало более, и опять поднялись желания, сомнения, упреки и надежды.",Том четвертый,Часть первая,VI
Николай Ростов; Марья,"Когда Ростов вошел в комнату, княжна опустила на мгновенье голову, как бы предоставляя время гостю поздороваться с теткой, и потом, в самое то время, как Николай обратился к ней, она подняла голову и блестящими глазами встретила его взгляд. Полным достоинства и грации движением она с РАДОСТНОЙ улыбкой приподнялась, протянула ему свою тонкую, нежную руку и заговорила голосом, в котором в первый раз звучали новые, женские грудные звуки. M-lle Bourienne, бывшая в гостиной, с недоумевающим удивлением смотрела на княжну Марью. Самая искусная кокетка, она сама не могла бы лучше маневрировать при встрече с человеком, которому надо было понравиться.",Том четвертый,Часть первая,VI
Николай Ростов; Соня,"Николай взял два письма. Одно было от матери, другое от Сони. Он узнал их по почеркам и распечатал первое письмо Сони. Не успел он прочесть несколько строк, как лицо его побледнело и глаза его испуганно и РАДОСТНО раскрылись.",Том четвертый,Часть первая,VII
Николай Ростов; Соня,"Соня разрыдалась истерически, отвечала сквозь рыдания, что она сделает все, что она на все готова, но не дала прямого обещания и в душе своей не могла решиться на то, чего от нее требовали. Надо было жертвовать собой для СЧАСТЬЯ семьи, которая вскормила и воспитала ее. Жертвовать собой для СЧАСТЬЯ других было привычкой Сони. Ее положение в доме было таково, что только на пути жертвования она могла выказывать свои достоинства, и она привыкла и любила жертвовать собой. Но прежде во всех действиях самопожертвования она с РАДОСТЬЮ сознавала, что она, жертвуя собой, этим самым возвышает себе цену в глазах себя и других и становится более достойною Nicolas, которого она любила больше всего в жизни; но теперь жертва ее должна была состоять в том, чтобы отказаться от того, что для нее составляло всю награду жертвы, весь смысл жизни. И в первый раз в жизни она почувствовала горечь к тем людям, которые облагодетельствовали ее для того, чтобы больнее замучить; почувствовала зависть к Наташе, никогда не испытывавшей ничего подобного, никогда не нуждавшейся в жертвах и заставлявшей других жертвовать себе и все-таки всеми любимой. И в первый раз Соня почувствовала, как из ее тихой, чистой любви к Nicolas вдруг начинало вырастать страстное чувство, которое стояло выше и правил, и добродетели, и религии; и под влиянием этого чувства Соня невольно, выученная своею зависимою жизнью скрытности, в общих неопределенных словах ответив графине, избегала с ней разговоров и решилась ждать свидания с Николаем с тем, чтобы в этом свидании не освободить, но, напротив, навсегда связать себя с ним.",Том четвертый,Часть первая,VIII
